number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
172,0.8130850556151723,2026-09-21 14:58:18.895344,2026-09-21 14:58:20.971821,0 days 00:00:02.076477,0.6498080922999429,1.6761450655607169,0.03467913133402078,6,5.11671478012538,650,0.01355330732044746,0.9807203310021916,,"{""colsample_bytree"": 0.6498080922999429, ""gamma"": 1.6761450655607169, ""learning_rate"": 0.03467913133402078, ""max_depth"": 6, ""min_child_weight"": 5.11671478012538, ""n_estimators"": 650, ""reg_lambda"": 0.01355330732044746, ""subsample"": 0.9807203310021916}",COMPLETE
173,0.8115360462354868,2026-09-21 14:58:20.971861,2026-09-21 14:58:22.961408,0 days 00:00:01.989547,0.5876771415630018,1.814161837918352,0.03230537588370337,6,5.445683004883563,600,0.009770721748298912,0.9991331061181349,,"{""colsample_bytree"": 0.5876771415630018, ""gamma"": 1.814161837918352, ""learning_rate"": 0.03230537588370337, ""max_depth"": 6, ""min_child_weight"": 5.445683004883563, ""n_estimators"": 600, ""reg_lambda"": 0.009770721748298912, ""subsample"": 0.9991331061181349}",COMPLETE
174,0.8118173456814217,2026-09-21 14:58:22.961585,2026-09-21 14:58:25.363492,0 days 00:00:02.401907,0.6693711396265938,1.6209732179356129,0.02795910762562646,6,5.0559719941212276,600,0.012430546614893614,0.9626070085986457,,"{""colsample_bytree"": 0.6693711396265938, ""gamma"": 1.6209732179356129, ""learning_rate"": 0.02795910762562646, ""max_depth"": 6, ""min_child_weight"": 5.0559719941212276, ""n_estimators"": 600, ""reg_lambda"": 0.012430546614893614, ""subsample"": 0.9626070085986457}",COMPLETE
175,0.8125399800198387,2026-09-21 14:58:25.363541,2026-09-21 14:58:27.111947,0 days 00:00:01.748406,0.6332414586912362,1.9028139232961718,0.03661489844247059,6,4.736203375625126,550,0.0099805292152038,0.9613048328318445,,"{""colsample_bytree"": 0.6332414586912362, ""gamma"": 1.9028139232961718, ""learning_rate"": 0.03661489844247059, ""max_depth"": 6, ""min_child_weight"": 4.736203375625126, ""n_estimators"": 550, ""reg_lambda"": 0.0099805292152038, ""subsample"": 0.9613048328318445}",COMPLETE
176,0.8106326265392022,2026-09-21 14:58:27.112112,2026-09-21 14:58:29.206876,0 days 00:00:02.094764,0.6024452266729925,1.5369547697013197,0.027619086797292594,6,4.175072969745699,550,0.025663487086109892,0.9978385981947719,,"{""colsample_bytree"": 0.6024452266729925, ""gamma"": 1.5369547697013197, ""learning_rate"": 0.027619086797292594, ""max_depth"": 6, ""min_child_weight"": 4.175072969745699, ""n_estimators"": 550, ""reg_lambda"": 0.025663487086109892, ""subsample"": 0.9978385981947719}",COMPLETE
177,0.8118179679203887,2026-09-21 14:58:29.206989,2026-09-21 14:58:31.106862,0 days 00:00:01.899873,0.643819665567172,2.048423402638713,0.03171052704758206,6,4.270001234865554,650,0.015472027422913688,0.9577635362365096,,"{""colsample_bytree"": 0.643819665567172, ""gamma"": 2.048423402638713, ""learning_rate"": 0.03171052704758206, ""max_depth"": 6, ""min_child_weight"": 4.270001234865554, ""n_estimators"": 650, ""reg_lambda"": 0.015472027422913688, ""subsample"": 0.9577635362365096}",COMPLETE
178,0.8105491786887262,2026-09-21 14:58:31.106910,2026-09-21 14:58:32.656746,0 days 00:00:01.549836,0.644932388049741,1.8966843480107676,0.04533621649510082,6,3.8169054242845233,550,0.009688995541645656,0.9946691433406617,,"{""colsample_bytree"": 0.644932388049741, ""gamma"": 1.8966843480107676, ""learning_rate"": 0.04533621649510082, ""max_depth"": 6, ""min_child_weight"": 3.8169054242845233, ""n_estimators"": 550, ""reg_lambda"": 0.009688995541645656, ""subsample"": 0.9946691433406617}",COMPLETE
179,0.8132951394918173,2026-09-21 14:58:32.656831,2026-09-21 14:58:34.691267,0 days 00:00:02.034436,0.6376597495456501,1.7184865298692928,0.030091420603695185,6,4.742596243269727,550,0.008433379979004443,0.9660903431557236,,"{""colsample_bytree"": 0.6376597495456501, ""gamma"": 1.7184865298692928, ""learning_rate"": 0.030091420603695185, ""max_depth"": 6, ""min_child_weight"": 4.742596243269727, ""n_estimators"": 550, ""reg_lambda"": 0.008433379979004443, ""subsample"": 0.9660903431557236}",COMPLETE
180,0.8122182486026761,2026-09-21 14:58:34.691320,2026-09-21 14:58:36.481465,0 days 00:00:01.790145,0.6658149800085614,2.012729893391926,0.037651458593758666,6,5.196558859591407,600,0.010217093571356526,0.9960260170068915,,"{""colsample_bytree"": 0.6658149800085614, ""gamma"": 2.012729893391926, ""learning_rate"": 0.037651458593758666, ""max_depth"": 6, ""min_child_weight"": 5.196558859591407, ""n_estimators"": 600, ""reg_lambda"": 0.010217093571356526, ""subsample"": 0.9960260170068915}",COMPLETE
181,0.8134439250658747,2026-09-21 14:58:36.481732,2026-09-21 14:58:38.377477,0 days 00:00:01.895745,0.6255894151847735,2.103338628254619,0.03058313481184968,6,4.461843026214331,600,0.0071568632545354624,0.9814813052941929,,"{""colsample_bytree"": 0.6255894151847735, ""gamma"": 2.103338628254619, ""learning_rate"": 0.03058313481184968, ""max_depth"": 6, ""min_child_weight"": 4.461843026214331, ""n_estimators"": 600, ""reg_lambda"": 0.0071568632545354624, ""subsample"": 0.9814813052941929}",COMPLETE
182,0.8109743110758769,2026-09-21 14:58:38.377659,2026-09-21 14:58:39.831719,0 days 00:00:01.454060,0.6141241581251808,1.7203758678205792,0.040748318980780206,6,4.3051950058332435,550,0.01318690816611387,0.9878182424336949,,"{""colsample_bytree"": 0.6141241581251808, ""gamma"": 1.7203758678205792, ""learning_rate"": 0.040748318980780206, ""max_depth"": 6, ""min_child_weight"": 4.3051950058332435, ""n_estimators"": 550, ""reg_lambda"": 0.01318690816611387, ""subsample"": 0.9878182424336949}",COMPLETE
183,0.8143405329894018,2026-09-21 14:58:39.831763,2026-09-21 14:58:41.531747,0 days 00:00:01.699984,0.5879578236818627,1.7255698086568207,0.03318310679694538,6,4.418157757461923,600,0.01592726136092616,0.9747173353825567,,"{""colsample_bytree"": 0.5879578236818627, ""gamma"": 1.7255698086568207, ""learning_rate"": 0.03318310679694538, ""max_depth"": 6, ""min_child_weight"": 4.418157757461923, ""n_estimators"": 600, ""reg_lambda"": 0.01592726136092616, ""subsample"": 0.9747173353825567}",COMPLETE
184,0.8129539025493699,2026-09-21 14:58:41.531790,2026-09-21 14:58:42.906219,0 days 00:00:01.374429,0.6789269983290798,2.065685320081928,0.0364890834545063,6,4.731211336920012,500,0.011728172733492142,0.9888060581062299,,"{""colsample_bytree"": 0.6789269983290798, ""gamma"": 2.065685320081928, ""learning_rate"": 0.0364890834545063, ""max_depth"": 6, ""min_child_weight"": 4.731211336920012, ""n_estimators"": 500, ""reg_lambda"": 0.011728172733492142, ""subsample"": 0.9888060581062299}",COMPLETE
185,0.8131825705941587,2026-09-21 14:58:42.906259,2026-09-21 14:58:44.958144,0 days 00:00:02.051885,0.6635921030316719,1.9353671294379438,0.023677714406093384,6,5.496900972458999,600,0.014001823198876918,0.9827057646302206,,"{""colsample_bytree"": 0.6635921030316719, ""gamma"": 1.9353671294379438, ""learning_rate"": 0.023677714406093384, ""max_depth"": 6, ""min_child_weight"": 5.496900972458999, ""n_estimators"": 600, ""reg_lambda"": 0.014001823198876918, ""subsample"": 0.9827057646302206}",COMPLETE
186,0.8135151901147527,2026-09-21 14:58:44.958354,2026-09-21 14:58:46.701167,0 days 00:00:01.742813,0.6945615151286655,1.484578037559475,0.0344060873508738,6,5.150719719534995,550,0.014126847345158757,0.9937669584299627,,"{""colsample_bytree"": 0.6945615151286655, ""gamma"": 1.484578037559475, ""learning_rate"": 0.0344060873508738, ""max_depth"": 6, ""min_child_weight"": 5.150719719534995, ""n_estimators"": 550, ""reg_lambda"": 0.014126847345158757, ""subsample"": 0.9937669584299627}",COMPLETE
187,0.8102868349067964,2026-09-21 14:58:46.701224,2026-09-21 14:58:48.269675,0 days 00:00:01.568451,0.5584825291628911,1.7561228982028074,0.03729897932247909,6,4.134270231545445,600,0.014793736312588976,0.9802626750144707,,"{""colsample_bytree"": 0.5584825291628911, ""gamma"": 1.7561228982028074, ""learning_rate"": 0.03729897932247909, ""max_depth"": 6, ""min_child_weight"": 4.134270231545445, ""n_estimators"": 600, ""reg_lambda"": 0.014793736312588976, ""subsample"": 0.9802626750144707}",COMPLETE
188,0.8123758344480189,2026-09-21 14:58:48.269721,2026-09-21 14:58:50.277428,0 days 00:00:02.007707,0.576849802223499,1.6538439444082806,0.03073610764896284,6,4.209278132046247,650,0.02000137192226042,0.9620620815394776,,"{""colsample_bytree"": 0.576849802223499, ""gamma"": 1.6538439444082806, ""learning_rate"": 0.03073610764896284, ""max_depth"": 6, ""min_child_weight"": 4.209278132046247, ""n_estimators"": 650, ""reg_lambda"": 0.02000137192226042, ""subsample"": 0.9620620815394776}",COMPLETE
189,0.8135126253551037,2026-09-21 14:58:50.279601,2026-09-21 14:58:51.887278,0 days 00:00:01.607677,0.5973948597564361,2.032291376575654,0.035290382503784766,6,3.939712707993989,600,0.01607266832283362,0.9560751892123851,,"{""colsample_bytree"": 0.5973948597564361, ""gamma"": 2.032291376575654, ""learning_rate"": 0.035290382503784766, ""max_depth"": 6, ""min_child_weight"": 3.939712707993989, ""n_estimators"": 600, ""reg_lambda"": 0.01607266832283362, ""subsample"": 0.9560751892123851}",COMPLETE
190,0.8129519556634721,2026-09-21 14:58:51.887319,2026-09-21 14:58:53.908079,0 days 00:00:02.020760,0.6401556281602829,1.9051532704868663,0.029186511894720144,6,5.039341413649429,600,0.016805400763873973,0.9749606456592236,,"{""colsample_bytree"": 0.6401556281602829, ""gamma"": 1.9051532704868663, ""learning_rate"": 0.029186511894720144, ""max_depth"": 6, ""min_child_weight"": 5.039341413649429, ""n_estimators"": 600, ""reg_lambda"": 0.016805400763873973, ""subsample"": 0.9749606456592236}",COMPLETE
191,0.8140774826654471,2026-09-21 14:58:53.908418,2026-09-21 14:58:55.827021,0 days 00:00:01.918603,0.6524131107976773,1.607876430244171,0.0337872160547812,6,4.0423978647065795,600,0.013240712509749288,0.9881886073999155,,"{""colsample_bytree"": 0.6524131107976773, ""gamma"": 1.607876430244171, ""learning_rate"": 0.0337872160547812, ""max_depth"": 6, ""min_child_weight"": 4.0423978647065795, ""n_estimators"": 600, ""reg_lambda"": 0.013240712509749288, ""subsample"": 0.9881886073999155}",COMPLETE
192,0.8117928821763888,2026-09-21 14:58:55.827066,2026-09-21 14:58:57.767755,0 days 00:00:01.940689,0.6117764415147202,1.8841049609921061,0.03695940037436914,6,4.499079699941658,650,0.017622343621839915,0.9933664786444563,,"{""colsample_bytree"": 0.6117764415147202, ""gamma"": 1.8841049609921061, ""learning_rate"": 0.03695940037436914, ""max_depth"": 6, ""min_child_weight"": 4.499079699941658, ""n_estimators"": 650, ""reg_lambda"": 0.017622343621839915, ""subsample"": 0.9933664786444563}",COMPLETE
193,0.8123613516909657,2026-09-21 14:58:57.767829,2026-09-21 14:58:59.192524,0 days 00:00:01.424695,0.6559800968977924,1.9529691846287647,0.0315660939175233,6,3.600553437497418,450,0.012486091751884785,0.9946695444328927,,"{""colsample_bytree"": 0.6559800968977924, ""gamma"": 1.9529691846287647, ""learning_rate"": 0.0315660939175233, ""max_depth"": 6, ""min_child_weight"": 3.600553437497418, ""n_estimators"": 450, ""reg_lambda"": 0.012486091751884785, ""subsample"": 0.9946695444328927}",COMPLETE
194,0.8139602787266055,2026-09-21 14:58:59.192568,2026-09-21 14:59:01.024246,0 days 00:00:01.831678,0.6437291874783039,1.8064698702316742,0.029955427349738408,6,4.723463245843546,500,0.020577312320308568,0.9818110291817699,,"{""colsample_bytree"": 0.6437291874783039, ""gamma"": 1.8064698702316742, ""learning_rate"": 0.029955427349738408, ""max_depth"": 6, ""min_child_weight"": 4.723463245843546, ""n_estimators"": 500, ""reg_lambda"": 0.020577312320308568, ""subsample"": 0.9818110291817699}",COMPLETE
195,0.8135097960224155,2026-09-21 14:59:01.024448,2026-09-21 14:59:02.803568,0 days 00:00:01.779120,0.6505700892635659,1.6693232027259541,0.03406816362412936,6,3.688360627102177,600,0.007520132693977069,0.9802651316285567,,"{""colsample_bytree"": 0.6505700892635659, ""gamma"": 1.6693232027259541, ""learning_rate"": 0.03406816362412936, ""max_depth"": 6, ""min_child_weight"": 3.688360627102177, ""n_estimators"": 600, ""reg_lambda"": 0.007520132693977069, ""subsample"": 0.9802651316285567}",COMPLETE
196,0.8115396339444422,2026-09-21 14:59:02.803616,2026-09-21 14:59:04.554704,0 days 00:00:01.751088,0.685475473525433,1.9079208334790057,0.03628333392991358,6,4.999554359172724,550,0.015834960135557626,0.9654940681759674,,"{""colsample_bytree"": 0.685475473525433, ""gamma"": 1.9079208334790057, ""learning_rate"": 0.03628333392991358, ""max_depth"": 6, ""min_child_weight"": 4.999554359172724, ""n_estimators"": 550, ""reg_lambda"": 0.015834960135557626, ""subsample"": 0.9654940681759674}",COMPLETE
197,0.8128657751815174,2026-09-21 14:59:04.554875,2026-09-21 14:59:06.289292,0 days 00:00:01.734417,0.6816932141722145,1.6215149133335613,0.0339258012257111,6,4.422513747676794,600,0.013424736306144502,0.9546941232272145,,"{""colsample_bytree"": 0.6816932141722145, ""gamma"": 1.6215149133335613, ""learning_rate"": 0.0339258012257111, ""max_depth"": 6, ""min_child_weight"": 4.422513747676794, ""n_estimators"": 600, ""reg_lambda"": 0.013424736306144502, ""subsample"": 0.9546941232272145}",COMPLETE
198,0.8130887858209555,2026-09-21 14:59:06.289369,2026-09-21 14:59:08.248794,0 days 00:00:01.959425,0.5927149925591928,1.6846124029679803,0.028083148860414964,6,4.454427096350695,600,0.014323364942900402,0.9885771619259199,,"{""colsample_bytree"": 0.5927149925591928, ""gamma"": 1.6846124029679803, ""learning_rate"": 0.028083148860414964, ""max_depth"": 6, ""min_child_weight"": 4.454427096350695, ""n_estimators"": 600, ""reg_lambda"": 0.014323364942900402, ""subsample"": 0.9885771619259199}",COMPLETE
199,0.8128103200729246,2026-09-21 14:59:08.248838,2026-09-21 14:59:09.780857,0 days 00:00:01.532019,0.6224315301249985,2.193219643726328,0.03363921729040342,6,4.47401734212441,550,0.011150331027997635,0.9958292653964163,,"{""colsample_bytree"": 0.6224315301249985, ""gamma"": 2.193219643726328, ""learning_rate"": 0.03363921729040342, ""max_depth"": 6, ""min_child_weight"": 4.47401734212441, ""n_estimators"": 550, ""reg_lambda"": 0.011150331027997635, ""subsample"": 0.9958292653964163}",COMPLETE
