number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
119,0.8120262766818407,2026-09-21 14:55:46.324986,2026-09-21 14:55:49.414242,0 days 00:00:03.089256,0.6215367147524207,1.3935681312336126,0.02944511063320361,6,4.1087782034930935,550,0.03964974467869324,0.9239125292379857,,"{""colsample_bytree"": 0.6215367147524207, ""gamma"": 1.3935681312336126, ""learning_rate"": 0.02944511063320361, ""max_depth"": 6, ""min_child_weight"": 4.1087782034930935, ""n_estimators"": 550, ""reg_lambda"": 0.03964974467869324, ""subsample"": 0.9239125292379857}",COMPLETE
120,0.8126372568728076,2026-09-21 14:55:49.414418,2026-09-21 14:55:51.847037,0 days 00:00:02.432619,0.7134174833076107,1.3855413096366123,0.04313648428074763,6,3.550383947229813,550,0.016698677525329324,0.9835151085716224,,"{""colsample_bytree"": 0.7134174833076107, ""gamma"": 1.3855413096366123, ""learning_rate"": 0.04313648428074763, ""max_depth"": 6, ""min_child_weight"": 3.550383947229813, ""n_estimators"": 550, ""reg_lambda"": 0.016698677525329324, ""subsample"": 0.9835151085716224}",COMPLETE
121,0.8123875334368467,2026-09-21 14:55:51.847802,2026-09-21 14:55:55.150724,0 days 00:00:03.302922,0.6597894522942702,2.152913205793521,0.02202911085088557,7,4.958467238746631,500,0.11228483045349531,0.9606670353841145,,"{""colsample_bytree"": 0.6597894522942702, ""gamma"": 2.152913205793521, ""learning_rate"": 0.02202911085088557, ""max_depth"": 7, ""min_child_weight"": 4.958467238746631, ""n_estimators"": 500, ""reg_lambda"": 0.11228483045349531, ""subsample"": 0.9606670353841145}",COMPLETE
122,0.8126247053859533,2026-09-21 14:55:55.150920,2026-09-21 14:55:57.538039,0 days 00:00:02.387119,0.6733324959211648,1.5675169181002186,0.03839477789166121,6,4.966408334726415,500,0.023275707749822967,0.9287461294747164,,"{""colsample_bytree"": 0.6733324959211648, ""gamma"": 1.5675169181002186, ""learning_rate"": 0.03839477789166121, ""max_depth"": 6, ""min_child_weight"": 4.966408334726415, ""n_estimators"": 500, ""reg_lambda"": 0.023275707749822967, ""subsample"": 0.9287461294747164}",COMPLETE
123,0.8101913042922767,2026-09-21 14:55:57.538118,2026-09-21 14:56:01.971544,0 days 00:00:04.433426,0.6951736965274147,1.2995799504172882,0.03862806118063503,6,5.472014771282944,600,0.04602971992359168,0.9272115199337974,,"{""colsample_bytree"": 0.6951736965274147, ""gamma"": 1.2995799504172882, ""learning_rate"": 0.03862806118063503, ""max_depth"": 6, ""min_child_weight"": 5.472014771282944, ""n_estimators"": 600, ""reg_lambda"": 0.04602971992359168, ""subsample"": 0.9272115199337974}",COMPLETE
124,0.8115852564271243,2026-09-21 14:56:01.972356,2026-09-21 14:56:05.302696,0 days 00:00:03.330340,0.7181873786228402,1.5120141295655283,0.03682830741649457,6,5.022151081816793,550,0.00986055681709448,0.9203612978375728,,"{""colsample_bytree"": 0.7181873786228402, ""gamma"": 1.5120141295655283, ""learning_rate"": 0.03682830741649457, ""max_depth"": 6, ""min_child_weight"": 5.022151081816793, ""n_estimators"": 550, ""reg_lambda"": 0.00986055681709448, ""subsample"": 0.9203612978375728}",COMPLETE
125,0.8139564032093582,2026-09-21 14:56:05.302925,2026-09-21 14:56:08.136653,0 days 00:00:02.833728,0.6882689277001012,1.3340476019599534,0.035130122602749024,6,3.939538988071868,600,0.02761590483937891,0.9559965345263869,,"{""colsample_bytree"": 0.6882689277001012, ""gamma"": 1.3340476019599534, ""learning_rate"": 0.035130122602749024, ""max_depth"": 6, ""min_child_weight"": 3.939538988071868, ""n_estimators"": 600, ""reg_lambda"": 0.02761590483937891, ""subsample"": 0.9559965345263869}",COMPLETE
126,0.8125759139280486,2026-09-21 14:56:08.136882,2026-09-21 14:56:11.058211,0 days 00:00:02.921329,0.5876124041501514,1.658573176734817,0.028409537419640363,6,5.036097844859776,600,0.025409296602355386,0.9540046522670202,,"{""colsample_bytree"": 0.5876124041501514, ""gamma"": 1.658573176734817, ""learning_rate"": 0.028409537419640363, ""max_depth"": 6, ""min_child_weight"": 5.036097844859776, ""n_estimators"": 600, ""reg_lambda"": 0.025409296602355386, ""subsample"": 0.9540046522670202}",COMPLETE
127,0.814324667097063,2026-09-21 14:56:11.058465,2026-09-21 14:56:13.473936,0 days 00:00:02.415471,0.6881911375241738,1.6703512748075164,0.03162454067688789,6,4.746910784050147,550,0.017748772426708765,0.9977062558342752,,"{""colsample_bytree"": 0.6881911375241738, ""gamma"": 1.6703512748075164, ""learning_rate"": 0.03162454067688789, ""max_depth"": 6, ""min_child_weight"": 4.746910784050147, ""n_estimators"": 550, ""reg_lambda"": 0.017748772426708765, ""subsample"": 0.9977062558342752}",COMPLETE
128,0.8137776100544472,2026-09-21 14:56:13.474114,2026-09-21 14:56:16.329385,0 days 00:00:02.855271,0.6613601734085939,1.5656181921196617,0.027633848783099216,6,4.464525815592743,600,0.019644574882186443,0.9783484938494889,,"{""colsample_bytree"": 0.6613601734085939, ""gamma"": 1.5656181921196617, ""learning_rate"": 0.027633848783099216, ""max_depth"": 6, ""min_child_weight"": 4.464525815592743, ""n_estimators"": 600, ""reg_lambda"": 0.019644574882186443, ""subsample"": 0.9783484938494889}",COMPLETE
129,0.8117987669667637,2026-09-21 14:56:16.329906,2026-09-21 14:56:19.557406,0 days 00:00:03.227500,0.6757075975873782,1.124253023568568,0.03852287783010173,6,4.506612944039675,550,0.01520374956303475,0.9913566254719062,,"{""colsample_bytree"": 0.6757075975873782, ""gamma"": 1.124253023568568, ""learning_rate"": 0.03852287783010173, ""max_depth"": 6, ""min_child_weight"": 4.506612944039675, ""n_estimators"": 550, ""reg_lambda"": 0.01520374956303475, ""subsample"": 0.9913566254719062}",COMPLETE
130,0.8111302633374132,2026-09-21 14:56:19.557736,2026-09-21 14:56:22.181026,0 days 00:00:02.623290,0.6288822760227178,1.6708641632599281,0.03601009855080414,6,5.1572531779981325,650,0.017479000036674963,0.9511155132931607,,"{""colsample_bytree"": 0.6288822760227178, ""gamma"": 1.6708641632599281, ""learning_rate"": 0.03601009855080414, ""max_depth"": 6, ""min_child_weight"": 5.1572531779981325, ""n_estimators"": 650, ""reg_lambda"": 0.017479000036674963, ""subsample"": 0.9511155132931607}",COMPLETE
131,0.812057514835046,2026-09-21 14:56:22.181233,2026-09-21 14:56:25.236268,0 days 00:00:03.055035,0.6919341443343063,1.4216737325141258,0.028011052563775625,6,4.26888470090628,650,0.008470841964462987,0.9611035154631589,,"{""colsample_bytree"": 0.6919341443343063, ""gamma"": 1.4216737325141258, ""learning_rate"": 0.028011052563775625, ""max_depth"": 6, ""min_child_weight"": 4.26888470090628, ""n_estimators"": 650, ""reg_lambda"": 0.008470841964462987, ""subsample"": 0.9611035154631589}",COMPLETE
132,0.8127145078908431,2026-09-21 14:56:25.236445,2026-09-21 14:56:28.283688,0 days 00:00:03.047243,0.6624724873988542,2.4659261995146458,0.028461734161500322,7,5.04008516554179,450,0.09929345822991925,0.9797871572688444,,"{""colsample_bytree"": 0.6624724873988542, ""gamma"": 2.4659261995146458, ""learning_rate"": 0.028461734161500322, ""max_depth"": 7, ""min_child_weight"": 5.04008516554179, ""n_estimators"": 450, ""reg_lambda"": 0.09929345822991925, ""subsample"": 0.9797871572688444}",COMPLETE
133,0.8134498846945897,2026-09-21 14:56:28.284105,2026-09-21 14:56:30.812857,0 days 00:00:02.528752,0.701671848856124,1.6397371584481422,0.04113544065702531,6,5.566016198539873,600,0.013034194412993009,0.97186718285606,,"{""colsample_bytree"": 0.701671848856124, ""gamma"": 1.6397371584481422, ""learning_rate"": 0.04113544065702531, ""max_depth"": 6, ""min_child_weight"": 5.566016198539873, ""n_estimators"": 600, ""reg_lambda"": 0.013034194412993009, ""subsample"": 0.97186718285606}",COMPLETE
134,0.8128376421845228,2026-09-21 14:56:30.813588,2026-09-21 14:56:33.932815,0 days 00:00:03.119227,0.648310209283944,1.6192185757290152,0.028686848466156652,6,5.351798395105618,550,0.03508291959627588,0.9912284233601552,,"{""colsample_bytree"": 0.648310209283944, ""gamma"": 1.6192185757290152, ""learning_rate"": 0.028686848466156652, ""max_depth"": 6, ""min_child_weight"": 5.351798395105618, ""n_estimators"": 550, ""reg_lambda"": 0.03508291959627588, ""subsample"": 0.9912284233601552}",COMPLETE
135,0.8135495418600158,2026-09-21 14:56:33.933778,2026-09-21 14:56:36.615642,0 days 00:00:02.681864,0.6431452045805646,1.775454110401247,0.030054571132022753,6,4.471935975781536,550,0.023998650060817313,0.9544278358965962,,"{""colsample_bytree"": 0.6431452045805646, ""gamma"": 1.775454110401247, ""learning_rate"": 0.030054571132022753, ""max_depth"": 6, ""min_child_weight"": 4.471935975781536, ""n_estimators"": 550, ""reg_lambda"": 0.023998650060817313, ""subsample"": 0.9544278358965962}",COMPLETE
136,0.81326017107343,2026-09-21 14:56:36.615957,2026-09-21 14:56:39.488925,0 days 00:00:02.872968,0.6903089707023536,1.6675619399472934,0.0240534969006709,5,4.351249185105277,600,0.021900700546204067,0.9557054882065728,,"{""colsample_bytree"": 0.6903089707023536, ""gamma"": 1.6675619399472934, ""learning_rate"": 0.0240534969006709, ""max_depth"": 5, ""min_child_weight"": 4.351249185105277, ""n_estimators"": 600, ""reg_lambda"": 0.021900700546204067, ""subsample"": 0.9557054882065728}",COMPLETE
137,0.8125009281381054,2026-09-21 14:56:39.489118,2026-09-21 14:56:41.943344,0 days 00:00:02.454226,0.6644276448339818,1.4219345908408323,0.039276502824730955,6,4.741467204698756,550,0.040978939454320164,0.9512718969095848,,"{""colsample_bytree"": 0.6644276448339818, ""gamma"": 1.4219345908408323, ""learning_rate"": 0.039276502824730955, ""max_depth"": 6, ""min_child_weight"": 4.741467204698756, ""n_estimators"": 550, ""reg_lambda"": 0.040978939454320164, ""subsample"": 0.9512718969095848}",COMPLETE
138,0.8141042006738288,2026-09-21 14:56:41.943545,2026-09-21 14:56:44.703679,0 days 00:00:02.760134,0.6211412420511101,1.476238307500419,0.028802738932927632,6,4.340101972652471,600,0.027235448715696806,0.9927203765339858,,"{""colsample_bytree"": 0.6211412420511101, ""gamma"": 1.476238307500419, ""learning_rate"": 0.028802738932927632, ""max_depth"": 6, ""min_child_weight"": 4.340101972652471, ""n_estimators"": 600, ""reg_lambda"": 0.027235448715696806, ""subsample"": 0.9927203765339858}",COMPLETE
139,0.8138685667549879,2026-09-21 14:56:44.704711,2026-09-21 14:56:47.523435,0 days 00:00:02.818724,0.6587476814396206,2.0589481876593174,0.03341193951845544,6,4.638211885890907,550,0.018424170137642568,0.9793861804590889,,"{""colsample_bytree"": 0.6587476814396206, ""gamma"": 2.0589481876593174, ""learning_rate"": 0.03341193951845544, ""max_depth"": 6, ""min_child_weight"": 4.638211885890907, ""n_estimators"": 550, ""reg_lambda"": 0.018424170137642568, ""subsample"": 0.9793861804590889}",COMPLETE
140,0.8107755367876026,2026-09-21 14:56:47.523625,2026-09-21 14:56:50.443615,0 days 00:00:02.919990,0.6807868273228074,1.3549379123399918,0.037873722860432266,6,4.871230263106837,600,0.011392293171712859,0.9582951859942488,,"{""colsample_bytree"": 0.6807868273228074, ""gamma"": 1.3549379123399918, ""learning_rate"": 0.037873722860432266, ""max_depth"": 6, ""min_child_weight"": 4.871230263106837, ""n_estimators"": 600, ""reg_lambda"": 0.011392293171712859, ""subsample"": 0.9582951859942488}",COMPLETE
141,0.8119175407827571,2026-09-21 14:56:50.443828,2026-09-21 14:56:53.466484,0 days 00:00:03.022656,0.6390627385906317,1.468493912611893,0.03323394765910654,6,3.6363168504250054,600,0.030429639035394213,0.9921203145410453,,"{""colsample_bytree"": 0.6390627385906317, ""gamma"": 1.468493912611893, ""learning_rate"": 0.03323394765910654, ""max_depth"": 6, ""min_child_weight"": 3.6363168504250054, ""n_estimators"": 600, ""reg_lambda"": 0.030429639035394213, ""subsample"": 0.9921203145410453}",COMPLETE
142,0.8120407232203505,2026-09-21 14:56:53.466974,2026-09-21 14:56:56.355871,0 days 00:00:02.888897,0.67573729486676,1.5368017638193254,0.026975685489877377,6,4.9226216057364285,500,0.022389728458427977,0.9862732640318697,,"{""colsample_bytree"": 0.67573729486676, ""gamma"": 1.5368017638193254, ""learning_rate"": 0.026975685489877377, ""max_depth"": 6, ""min_child_weight"": 4.9226216057364285, ""n_estimators"": 500, ""reg_lambda"": 0.022389728458427977, ""subsample"": 0.9862732640318697}",COMPLETE
143,0.8105227959576627,2026-09-21 14:56:56.356192,2026-09-21 14:56:59.160074,0 days 00:00:02.803882,0.6154483881900112,1.2513394207531323,0.029421867881944175,6,4.411420208528211,550,0.03487383333524191,0.9691733715753409,,"{""colsample_bytree"": 0.6154483881900112, ""gamma"": 1.2513394207531323, ""learning_rate"": 0.029421867881944175, ""max_depth"": 6, ""min_child_weight"": 4.411420208528211, ""n_estimators"": 550, ""reg_lambda"": 0.03487383333524191, ""subsample"": 0.9691733715753409}",COMPLETE
144,0.8115773580578047,2026-09-21 14:56:59.160302,2026-09-21 14:57:02.325000,0 days 00:00:03.164698,0.6529555898525171,1.971008215773742,0.028323724895486093,6,4.707266728499385,600,0.038123477780650936,0.995089092475358,,"{""colsample_bytree"": 0.6529555898525171, ""gamma"": 1.971008215773742, ""learning_rate"": 0.028323724895486093, ""max_depth"": 6, ""min_child_weight"": 4.707266728499385, ""n_estimators"": 600, ""reg_lambda"": 0.038123477780650936, ""subsample"": 0.995089092475358}",COMPLETE
145,0.8120634109353031,2026-09-21 14:57:02.325400,2026-09-21 14:57:05.123886,0 days 00:00:02.798486,0.6799010445243114,1.3980489052889085,0.04189117068111189,6,3.5863516379378924,600,0.030547514353089042,0.9432721592229715,,"{""colsample_bytree"": 0.6799010445243114, ""gamma"": 1.3980489052889085, ""learning_rate"": 0.04189117068111189, ""max_depth"": 6, ""min_child_weight"": 3.5863516379378924, ""n_estimators"": 600, ""reg_lambda"": 0.030547514353089042, ""subsample"": 0.9432721592229715}",COMPLETE
146,0.8145352083866367,2026-09-21 14:57:05.123973,2026-09-21 14:57:07.410670,0 days 00:00:02.286697,0.6362841477825776,1.8592401157188247,0.033435494273111786,6,3.876879430756154,500,0.009218802706537538,0.99583659394814,,"{""colsample_bytree"": 0.6362841477825776, ""gamma"": 1.8592401157188247, ""learning_rate"": 0.033435494273111786, ""max_depth"": 6, ""min_child_weight"": 3.876879430756154, ""n_estimators"": 500, ""reg_lambda"": 0.009218802706537538, ""subsample"": 0.99583659394814}",COMPLETE
147,0.8119587346629246,2026-09-21 14:57:07.411290,2026-09-21 14:57:12.639197,0 days 00:00:05.227907,0.6606663136289952,1.6956548103250044,0.028767958909935595,6,4.0269211138060514,600,0.01616059330262722,0.9634308600898378,,"{""colsample_bytree"": 0.6606663136289952, ""gamma"": 1.6956548103250044, ""learning_rate"": 0.028767958909935595, ""max_depth"": 6, ""min_child_weight"": 4.0269211138060514, ""n_estimators"": 600, ""reg_lambda"": 0.01616059330262722, ""subsample"": 0.9634308600898378}",COMPLETE
148,0.8118003036182053,2026-09-21 14:57:12.639453,2026-09-21 14:57:15.773420,0 days 00:00:03.133967,0.6278230715948763,2.123970623806544,0.037586836546182105,6,5.342879679474782,600,0.01766397371575809,0.9582961265532093,,"{""colsample_bytree"": 0.6278230715948763, ""gamma"": 2.123970623806544, ""learning_rate"": 0.037586836546182105, ""max_depth"": 6, ""min_child_weight"": 5.342879679474782, ""n_estimators"": 600, ""reg_lambda"": 0.01766397371575809, ""subsample"": 0.9582961265532093}",COMPLETE
149,0.8118229382388901,2026-09-21 14:57:15.775187,2026-09-21 14:57:19.168732,0 days 00:00:03.393545,0.6407811187922174,1.5384750293745506,0.02420117319574043,6,4.5860267569051025,550,0.0170104460225512,0.9771332066547923,,"{""colsample_bytree"": 0.6407811187922174, ""gamma"": 1.5384750293745506, ""learning_rate"": 0.02420117319574043, ""max_depth"": 6, ""min_child_weight"": 4.5860267569051025, ""n_estimators"": 550, ""reg_lambda"": 0.0170104460225512, ""subsample"": 0.9771332066547923}",COMPLETE
150,0.8127285737593276,2026-09-21 14:57:19.168987,2026-09-21 14:57:21.923948,0 days 00:00:02.754961,0.6953776576046535,1.6031962520574847,0.02856485107349483,6,3.91771128444038,550,0.017913728286659245,0.9953506120107187,,"{""colsample_bytree"": 0.6953776576046535, ""gamma"": 1.6031962520574847, ""learning_rate"": 0.02856485107349483, ""max_depth"": 6, ""min_child_weight"": 3.91771128444038, ""n_estimators"": 550, ""reg_lambda"": 0.017913728286659245, ""subsample"": 0.9953506120107187}",COMPLETE
151,0.8103033963218316,2026-09-21 14:57:21.924315,2026-09-21 14:57:24.867595,0 days 00:00:02.943280,0.6190790798216251,1.4608604010551223,0.03684430925335357,6,5.926415678402278,600,0.023576255506702438,0.9208904812395298,,"{""colsample_bytree"": 0.6190790798216251, ""gamma"": 1.4608604010551223, ""learning_rate"": 0.03684430925335357, ""max_depth"": 6, ""min_child_weight"": 5.926415678402278, ""n_estimators"": 600, ""reg_lambda"": 0.023576255506702438, ""subsample"": 0.9208904812395298}",COMPLETE
152,0.8118200601771497,2026-09-21 14:57:24.867948,2026-09-21 14:57:27.357019,0 days 00:00:02.489071,0.6872541461322015,1.735113423883524,0.035112296746628885,6,5.2070817681728485,550,0.008456610277825693,0.9664989797288283,,"{""colsample_bytree"": 0.6872541461322015, ""gamma"": 1.735113423883524, ""learning_rate"": 0.035112296746628885, ""max_depth"": 6, ""min_child_weight"": 5.2070817681728485, ""n_estimators"": 550, ""reg_lambda"": 0.008456610277825693, ""subsample"": 0.9664989797288283}",COMPLETE
153,0.8127237931755256,2026-09-21 14:57:27.357202,2026-09-21 14:57:30.025473,0 days 00:00:02.668271,0.6461856870738182,1.4092356518016778,0.033840977805765324,6,4.453306046274082,550,0.026672355406229493,0.989485253999966,,"{""colsample_bytree"": 0.6461856870738182, ""gamma"": 1.4092356518016778, ""learning_rate"": 0.033840977805765324, ""max_depth"": 6, ""min_child_weight"": 4.453306046274082, ""n_estimators"": 550, ""reg_lambda"": 0.026672355406229493, ""subsample"": 0.989485253999966}",COMPLETE
154,0.811876375591328,2026-09-21 14:57:30.026080,2026-09-21 14:57:32.411031,0 days 00:00:02.384951,0.6728135031266793,1.879771818960758,0.03869104893474435,6,6.080204348471785,550,0.01511148744158688,0.9959525296842522,,"{""colsample_bytree"": 0.6728135031266793, ""gamma"": 1.879771818960758, ""learning_rate"": 0.03869104893474435, ""max_depth"": 6, ""min_child_weight"": 6.080204348471785, ""n_estimators"": 550, ""reg_lambda"": 0.01511148744158688, ""subsample"": 0.9959525296842522}",COMPLETE
155,0.8128350150970428,2026-09-21 14:57:32.411279,2026-09-21 14:57:35.864146,0 days 00:00:03.452867,0.6632170681377803,1.4739358372692828,0.027121428203306805,6,5.763958480338556,600,0.015263354259711816,0.9960215617715168,,"{""colsample_bytree"": 0.6632170681377803, ""gamma"": 1.4739358372692828, ""learning_rate"": 0.027121428203306805, ""max_depth"": 6, ""min_child_weight"": 5.763958480338556, ""n_estimators"": 600, ""reg_lambda"": 0.015263354259711816, ""subsample"": 0.9960215617715168}",COMPLETE
156,0.8126225175162525,2026-09-21 14:57:35.864347,2026-09-21 14:57:38.871292,0 days 00:00:03.006945,0.6513885889820753,2.1272591761960453,0.029255698530366386,6,4.370459339175228,550,0.014388604344951553,0.981261279230864,,"{""colsample_bytree"": 0.6513885889820753, ""gamma"": 2.1272591761960453, ""learning_rate"": 0.029255698530366386, ""max_depth"": 6, ""min_child_weight"": 4.370459339175228, ""n_estimators"": 550, ""reg_lambda"": 0.014388604344951553, ""subsample"": 0.981261279230864}",COMPLETE
157,0.8124748586497346,2026-09-21 14:57:38.871798,2026-09-21 14:57:41.379385,0 days 00:00:02.507587,0.6861947789741789,2.2740137267999834,0.029982678351642936,6,4.380964680895743,500,0.020733511082400454,0.9548944055496827,,"{""colsample_bytree"": 0.6861947789741789, ""gamma"": 2.2740137267999834, ""learning_rate"": 0.029982678351642936, ""max_depth"": 6, ""min_child_weight"": 4.380964680895743, ""n_estimators"": 500, ""reg_lambda"": 0.020733511082400454, ""subsample"": 0.9548944055496827}",COMPLETE
158,0.8129493173255089,2026-09-21 14:57:41.379718,2026-09-21 14:57:44.791184,0 days 00:00:03.411466,0.6820060992731487,1.6826688236240872,0.030007071964461837,6,5.389531406895481,600,0.025348683058898064,0.9631715420166549,,"{""colsample_bytree"": 0.6820060992731487, ""gamma"": 1.6826688236240872, ""learning_rate"": 0.030007071964461837, ""max_depth"": 6, ""min_child_weight"": 5.389531406895481, ""n_estimators"": 600, ""reg_lambda"": 0.025348683058898064, ""subsample"": 0.9631715420166549}",COMPLETE
159,0.8120097445406824,2026-09-21 14:57:44.791665,2026-09-21 14:57:47.547564,0 days 00:00:02.755899,0.6421675604929361,2.0777472656018605,0.03315162346178959,6,3.9191473312095946,500,0.0225297285852126,0.9798878060488636,,"{""colsample_bytree"": 0.6421675604929361, ""gamma"": 2.0777472656018605, ""learning_rate"": 0.03315162346178959, ""max_depth"": 6, ""min_child_weight"": 3.9191473312095946, ""n_estimators"": 500, ""reg_lambda"": 0.0225297285852126, ""subsample"": 0.9798878060488636}",COMPLETE
160,0.8119103795487638,2026-09-21 14:57:47.548232,2026-09-21 14:57:49.948249,0 days 00:00:02.400017,0.6826249869229308,1.8916504276433683,0.04077535816344929,6,3.7257947710844337,550,0.016405489939499144,0.9634393979470758,,"{""colsample_bytree"": 0.6826249869229308, ""gamma"": 1.8916504276433683, ""learning_rate"": 0.04077535816344929, ""max_depth"": 6, ""min_child_weight"": 3.7257947710844337, ""n_estimators"": 550, ""reg_lambda"": 0.016405489939499144, ""subsample"": 0.9634393979470758}",COMPLETE
161,0.8146649565136828,2026-09-21 14:57:49.948521,2026-09-21 14:57:52.457658,0 days 00:00:02.509137,0.6547637005905885,1.8572885935097618,0.033681344896769494,6,4.581807052443552,600,0.0174784129367417,0.9660238021822066,,"{""colsample_bytree"": 0.6547637005905885, ""gamma"": 1.8572885935097618, ""learning_rate"": 0.033681344896769494, ""max_depth"": 6, ""min_child_weight"": 4.581807052443552, ""n_estimators"": 600, ""reg_lambda"": 0.0174784129367417, ""subsample"": 0.9660238021822066}",COMPLETE
162,0.8137911228970628,2026-09-21 14:57:52.457845,2026-09-21 14:57:55.295078,0 days 00:00:02.837233,0.6619062607431876,1.7973402542673416,0.029943063564303717,6,5.358209050918946,600,0.011678090579702656,0.9708889490666524,,"{""colsample_bytree"": 0.6619062607431876, ""gamma"": 1.7973402542673416, ""learning_rate"": 0.029943063564303717, ""max_depth"": 6, ""min_child_weight"": 5.358209050918946, ""n_estimators"": 600, ""reg_lambda"": 0.011678090579702656, ""subsample"": 0.9708889490666524}",COMPLETE
163,0.8125028873627563,2026-09-21 14:57:55.295298,2026-09-21 14:57:57.859646,0 days 00:00:02.564348,0.6825726914093242,1.8234747054282887,0.03084985141712411,6,5.19311371630984,550,0.019977690016615784,0.9919171265323383,,"{""colsample_bytree"": 0.6825726914093242, ""gamma"": 1.8234747054282887, ""learning_rate"": 0.03084985141712411, ""max_depth"": 6, ""min_child_weight"": 5.19311371630984, ""n_estimators"": 550, ""reg_lambda"": 0.019977690016615784, ""subsample"": 0.9919171265323383}",COMPLETE
164,0.8146613842486705,2026-09-21 14:57:57.859840,2026-09-21 14:58:00.909988,0 days 00:00:03.050148,0.6117792936654183,1.645335474178975,0.03241108016006841,6,3.9081442560968744,600,0.014572906175690766,0.9731132684563445,,"{""colsample_bytree"": 0.6117792936654183, ""gamma"": 1.645335474178975, ""learning_rate"": 0.03241108016006841, ""max_depth"": 6, ""min_child_weight"": 3.9081442560968744, ""n_estimators"": 600, ""reg_lambda"": 0.014572906175690766, ""subsample"": 0.9731132684563445}",COMPLETE
165,0.8128459657594602,2026-09-21 14:58:00.910726,2026-09-21 14:58:04.049951,0 days 00:00:03.139225,0.641265200526961,1.738170616853602,0.03152624775766393,6,5.144136118131915,600,0.025724902129810823,0.9307425669860294,,"{""colsample_bytree"": 0.641265200526961, ""gamma"": 1.738170616853602, ""learning_rate"": 0.03152624775766393, ""max_depth"": 6, ""min_child_weight"": 5.144136118131915, ""n_estimators"": 600, ""reg_lambda"": 0.025724902129810823, ""subsample"": 0.9307425669860294}",COMPLETE
166,0.8129675607628487,2026-09-21 14:58:04.050177,2026-09-21 14:58:06.907028,0 days 00:00:02.856851,0.677476661947801,1.5926838240973231,0.027547169710203726,6,4.39342418433111,500,0.009920042477908356,0.9926415728629996,,"{""colsample_bytree"": 0.677476661947801, ""gamma"": 1.5926838240973231, ""learning_rate"": 0.027547169710203726, ""max_depth"": 6, ""min_child_weight"": 4.39342418433111, ""n_estimators"": 500, ""reg_lambda"": 0.009920042477908356, ""subsample"": 0.9926415728629996}",COMPLETE
167,0.8135960539221605,2026-09-21 14:58:06.907535,2026-09-21 14:58:09.250371,0 days 00:00:02.342836,0.6445536351491933,1.9461531793438294,0.03836346409079559,6,4.1332358947811265,600,0.01421568569515622,0.971920739043196,,"{""colsample_bytree"": 0.6445536351491933, ""gamma"": 1.9461531793438294, ""learning_rate"": 0.03836346409079559, ""max_depth"": 6, ""min_child_weight"": 4.1332358947811265, ""n_estimators"": 600, ""reg_lambda"": 0.01421568569515622, ""subsample"": 0.971920739043196}",COMPLETE
168,0.8126368174832723,2026-09-21 14:58:09.250642,2026-09-21 14:58:13.092596,0 days 00:00:03.841954,0.6357518399273386,1.3749039831831709,0.033499703800653376,6,5.5326207167686094,600,0.0248436148113488,0.9603633578334428,,"{""colsample_bytree"": 0.6357518399273386, ""gamma"": 1.3749039831831709, ""learning_rate"": 0.033499703800653376, ""max_depth"": 6, ""min_child_weight"": 5.5326207167686094, ""n_estimators"": 600, ""reg_lambda"": 0.0248436148113488, ""subsample"": 0.9603633578334428}",COMPLETE
169,0.813096149128401,2026-09-21 14:58:13.093344,2026-09-21 14:58:14.972808,0 days 00:00:01.879464,0.6847876530172492,2.311215476904188,0.035613662174342885,6,4.268401086597204,550,0.024269668942158786,0.9764398528032391,,"{""colsample_bytree"": 0.6847876530172492, ""gamma"": 2.311215476904188, ""learning_rate"": 0.035613662174342885, ""max_depth"": 6, ""min_child_weight"": 4.268401086597204, ""n_estimators"": 550, ""reg_lambda"": 0.024269668942158786, ""subsample"": 0.9764398528032391}",COMPLETE
170,0.8123787250202683,2026-09-21 14:58:14.972903,2026-09-21 14:58:16.666232,0 days 00:00:01.693329,0.6603140438108599,2.0647270161236024,0.04288252163027085,6,4.238143878329081,600,0.028746357532080366,0.966204138013362,,"{""colsample_bytree"": 0.6603140438108599, ""gamma"": 2.0647270161236024, ""learning_rate"": 0.04288252163027085, ""max_depth"": 6, ""min_child_weight"": 4.238143878329081, ""n_estimators"": 600, ""reg_lambda"": 0.028746357532080366, ""subsample"": 0.966204138013362}",COMPLETE
171,0.8142002400097799,2026-09-21 14:58:16.666278,2026-09-21 14:58:18.895165,0 days 00:00:02.228887,0.6329882355208454,1.9069489015654328,0.03110625440048512,6,4.718741168267133,600,0.010772155642164195,0.9931720990280071,,"{""colsample_bytree"": 0.6329882355208454, ""gamma"": 1.9069489015654328, ""learning_rate"": 0.03110625440048512, ""max_depth"": 6, ""min_child_weight"": 4.718741168267133, ""n_estimators"": 600, ""reg_lambda"": 0.010772155642164195, ""subsample"": 0.9931720990280071}",COMPLETE
